Name,Lon,Lat,Source,M2_amp,M2_phs,S2_amp,S2_phs,N2_amp,N2_phs,K2_amp,K2_phs,K1_amp,K1_phs,O1_amp,O1_phs,P1_amp,P1_phs,Q1_amp,Q1_phs,Location
"Kawaihae",-155.8333,20.0333,GESLA,0.197,58.197,0.064,63.506,0.037,48.258,0.018,52.683,0.158,226.512,0.088,213.99,0.049,224.016,0.013,206.429,Deep
"Keelung",121.7522526,25.1587781,GESLA,0.228,47.31,0.056,40.424,0.058,20.789,0.014,32.327,0.188,107.06,0.156,82.752,0.062,104.414,0.032,67.407,Deep
"Keling",102.1529352,2.2116337,GESLA,0.612,356.041,0.298,35.625,0.11,346.891,0.083,30.612,0.092,32.301,0.215,33.776,0.03,7.692,0.028,9.259,Deep
"Kerguelen",70.1427657,-49.411557,GESLA,0.521,190.234,0.219,230.372,0.114,172.397,0.06,227.434,0.079,151.449,0.019,117.161,0.024,145.559,0.001,132.805,Deep
"Knysna",23.0605672,-34.0817563,GESLA,0.555,55.483,0.276,82.508,0.111,53.313,0.078,79.147,0.065,146.62,0.019,270.906,0.018,143.097,0.01,258.25,Deep
"Kungsholmsfort",15.5894,56.1053,GESLA,0.008,43.931,0.002,66.86,0.001,289.012,0.001,33.157,0.011,115.751,0.011,111.443,0.003,121.958,0.002,106.395,Deep
"Kwajalein",167.7333644,8.7317517,GESLA,0.47,127.415,0.264,148.605,0.089,126.772,0.074,143.716,0.101,67.184,0.065,38.815,0.032,65.78,0.013,26.359,Deep
"L. cornwallis i.",-96.95,75.3833,GESLA,0.391,191.585,0.154,242.432,0.077,162.04,0.044,239.26,0.144,354.349,0.082,288.819,0.046,348.903,0.01,240.766,Deep
"La guaira",-66.9333,10.6167,GESLA,0.046,157.362,0.006,145.427,0.015,139.088,0.001,107.549,0.099,239.236,0.068,233.008,0.03,240.948,0.012,221.414,Deep
"La jolla (scripps pier)",-117.258,32.8667,GESLA,0.499,141.823,0.202,138.584,0.118,121.149,0.058,131.698,0.332,207.217,0.213,191.468,0.106,204.706,0.039,183.293,Deep
"Lae",146.9904239,-6.7446899,GESLA,0.058,157.651,0.108,185.437,0.022,248.625,0.03,177.611,0.248,53.778,0.133,31.614,0.075,50.285,0.023,14.694,Deep
"Landsort1",17.8653,58.7422,GESLA,0.005,143.823,0.002,140.508,0.002,128.674,0.001,130.82,0.006,93.407,0.004,92.621,0.002,88.403,0.001,89.241,Deep
"Las_palmas",-15.412,28.141,GESLA,0.758,28.773,0.29,53.022,0.157,15.228,0.082,49.885,0.062,40.494,0.049,293.882,0.018,32.162,0.016,242.742,Deep
"Lautoka",177.4371731,-17.6054763,GESLA,0.629,191.628,0.148,192.44,0.147,172.218,0.042,185.368,0.111,48.84,0.061,35.989,0.033,44.682,0.01,21.43,Deep
"Legaspi",123.7604499,13.1466359,GESLA,0.527,284.836,0.221,312.993,0.097,272.835,0.063,311.085,0.16,78.881,0.11,70.305,0.052,79.107,0.025,62.139,Deep
"Limetree bay",-64.7457978,17.6914513,GESLA,0.014,325.587,0.007,12.398,0.001,224.304,0.002,21.202,0.083,236.666,0.063,229.025,0.026,237.472,0.011,214.423,Deep
"Limon-a",-83.0193525,9.9903216,GESLA,0.085,177.632,0.016,328.518,0.025,128.885,0.004,319.55,0.101,238.927,0.062,238.29,0.03,238.146,0.01,230.085,Deep
"Lobito",13.5583,-12.3333,GESLA,0.453,73.169,0.145,97.819,0.094,64.153,0.04,93.567,0.065,10.704,0.012,213.903,0.019,4.651,0.007,160.977,Deep
"Lobos de afuera",-80.7167,-6.9333,GESLA,0.412,265.556,0.142,299.582,0.098,241.04,0.04,298.225,0.127,30.786,0.05,351.388,0.038,28.759,0.006,313.674,Deep
"Lord howe-b",159.0668019,-31.5167137,GESLA,0.6,302.101,0.176,319.65,0.124,293.739,0.051,310.973,0.137,352.89,0.077,318.302,0.041,347.069,0.017,292.641,Deep
"Los angeles",-118.272,33.72,GESLA,0.516,145.584,0.203,141.337,0.122,124.466,0.059,134.811,0.341,207.66,0.218,192.479,0.108,203.818,0.039,184.315,Deep
"Luanda",13.2367,-8.7867,GESLA,0.483,78.704,0.158,105.603,0.098,69.981,0.044,99.319,0.079,4.706,0.01,248.485,0.022,358.24,0.005,151.116,Deep
"Macae",-41.4667,-22.2333,GESLA,0.379,167.362,0.193,178.823,0.049,187.66,0.059,169.859,0.061,194.925,0.105,134.889,0.021,187.041,0.027,108.527,Deep
"Madang",145.8001287,-5.2109517,GESLA,0.095,279.704,0.06,176.523,0.042,253.679,0.016,166.853,0.243,59.217,0.144,45.95,0.076,57.836,0.027,35.022,Deep
"Madeira",-44.3783,-2.565,GESLA,2.103,287.562,0.573,325.474,0.385,273.356,0.16,321.978,0.1,286.905,0.092,255.393,0.032,285.35,0.017,231.184,Deep
"Majuro-b",171.3708792,7.1065913,GESLA,0.522,130.43,0.279,150.308,0.104,130.02,0.078,145.807,0.086,71.546,0.053,39.688,0.027,69.171,0.011,23.459,Deep
"Malaga",-4.4167,36.7167,GESLA,0.191,49.544,0.073,74.436,0.038,33.447,0.02,71.072,0.032,151.045,0.019,124.549,0.011,147.227,0.002,139.946,Deep
"Malakal-b",134.4579785,7.3297872,GESLA,0.524,301.043,0.208,331.899,0.101,286.141,0.059,324.246,0.198,85.129,0.147,67.962,0.064,85.902,0.026,57.936,Deep
"Male-b,hulule",73.5167249,4.1784865,GESLA,0.236,226.262,0.138,270.382,0.035,208.344,0.036,267.503,0.116,344.888,0.063,359.645,0.037,341.713,0.016,8.039,Deep
"Manta-b",-80.7217,-0.9317,GESLA,0.904,247.748,0.255,297.79,0.193,217.635,0.066,292.853,0.106,45.594,0.023,21.425,0.033,45.435,0.001,139.306,Deep
"Manzanillo-b",-104.3333,19.05,GESLA,0.152,105.789,0.168,89.826,0.05,105.107,0.049,89.448,0.163,165.784,0.121,158.664,0.051,161.728,0.024,153.666,Deep
"Marseille",5.35,43.3,GESLA,0.067,221.507,0.025,240.248,0.014,210.611,0.007,235.638,0.034,178.576,0.019,105.88,0.012,166.707,0.003,45.888,Deep
"Massacre bay,ak",173.2,52.8333,GESLA,0.214,97.562,0.031,194.458,0.056,42.813,0.007,189.06,0.33,335.457,0.228,320.518,0.106,332.494,0.043,313.11,Deep
"Matarani-b",-72.1167,-17,GESLA,0.311,21.757,0.087,45.237,0.07,341.087,0.029,35.395,0.157,32.367,0.085,351.025,0.047,28.595,0.014,322.927,Deep
"Mawson",62.8833,-67.6,GESLA,0.032,233.499,0.112,9.254,0.022,176.915,0.033,11.293,0.233,292.149,0.252,284.92,0.077,291.966,0.059,276.396,Deep
"Melilla",-2.918,35.291,GESLA,0.127,66.184,0.048,87.642,0.026,52.585,0.013,84.159,0.034,146.312,0.02,118.088,0.012,146.491,0.001,96.536,Deep
"Meneng",114.38742,-8.1999634,GESLA,0.458,77.972,0.226,111.686,0.088,56.021,0.066,107.863,0.311,176.889,0.195,158.246,0.094,178.688,0.042,153.545,Deep
"Minamidaito",131.2267769,25.8705229,GESLA,0.522,285.757,0.221,311.149,0.101,277.163,0.06,305.74,0.19,69.657,0.148,51.9,0.061,68.051,0.031,39.766,Deep
"Minamitorishima",153.9769109,24.2825152,GESLA,0.079,144.912,0.048,189.362,0.009,106.773,0.014,188.535,0.1,43.509,0.078,20.588,0.032,43.961,0.017,7.14,Deep
"Miyakeshima",139.5463308,34.0560734,GESLA,0.362,232.71,0.168,260.228,0.056,229.845,0.05,256.263,0.228,36.192,0.179,18.067,0.075,34.364,0.037,8.962,Deep
"Monaco_fontvieille",7.4215,43.7288,GESLA,0.078,220.222,0.031,238.13,0.016,209.596,0.009,236.186,0.036,182.623,0.017,104.76,0.012,174.807,0.003,33.034,Deep
"Murotomisaki",134.1622797,33.2631117,GESLA,0.493,264.947,0.218,289.121,0.09,259.688,0.061,283.946,0.22,54.301,0.17,34.297,0.073,52.001,0.035,22.948,Deep
"Nacala-b",40.674362,-14.4581367,GESLA,1.046,28.227,0.588,55.661,0.187,18.464,0,0,0.109,340.999,0.087,7.631,0.002,92.038,0.019,359.265,Deep
"Nakano shima",129.8491485,29.8376889,GESLA,0.587,296.232,0.253,321.409,0.111,289.841,0.071,316.449,0.233,68.521,0.181,48.737,0.077,66.675,0.038,36.5,Deep
"Nassau",-77.35,25.0833,GESLA,0.387,6.074,0.063,29.036,0.094,344.812,0.015,28.096,0.087,199.366,0.066,200.282,0.027,197.558,0.013,182.394,Deep
"Nice",7.2853,43.6955,GESLA,0.077,221.301,0.029,240.088,0.016,210.794,0.008,236.227,0.035,182.734,0.017,105.533,0.012,174.478,0.003,31.828,Deep
"Nishinoomote",130.9883857,30.7354856,GESLA,0.588,292.76,0.257,317.85,0.111,286.915,0.071,312.94,0.23,68.02,0.18,48.494,0.076,65.856,0.038,36.309,Deep
"Norfolk island-b",167.9333,-29.0667,GESLA,0.524,266.212,0.156,307.24,0.086,248.284,0.044,301.701,0.099,12.82,0.041,336.725,0.03,5.504,0.008,295.456,Deep
"Noto",137.1552705,37.5009086,GESLA,0.058,166.074,0.021,192.597,0.015,152.965,0.006,182.728,0.054,209.022,0.055,182.38,0.018,208.204,0.012,164.609,Deep
"Nuku hiva",-140.0817,-8.93,GESLA,0.487,30.946,0.082,27.602,0.106,5.351,0.023,12.945,0.052,227.686,0.03,188.041,0.016,230.202,0.005,151.216,Deep
"Nuku'alofa",-175.1667,-21.1333,GESLA,0.514,197.786,0.058,226.686,0.125,171.105,0.015,214.185,0.066,50.864,0.036,37.773,0.02,46.266,0.006,21.481,Deep
"Olandsnorraudde",17.0972,57.3661,GESLA,0.003,110.062,0.002,99.033,0.002,120.879,0.001,112.898,0.008,79.582,0.005,78.967,0.002,77.022,0.001,74.493,Deep
"Pago bay, guam",144.799527,13.4267686,GESLA,0.131,277.426,0.025,270.432,0.03,257.273,0.006,272.164,0.143,62.762,0.103,42.35,0.045,64.747,0.018,32.751,Deep
"Palinuro",15.2751,40.0315,GESLA,0.096,239.22,0.037,258.143,0.02,225.033,0.011,248.275,0.025,200.432,0.007,115.827,0.008,199.979,0.002,17.875,Deep
"Palmeira",-22.9833,16.755,GESLA,0.3,277.293,0.119,318.478,0.06,251.18,0.034,315.378,0.05,350.369,0.041,260.004,0.016,341.258,0.012,212.139,Deep
"Palmyra island",-162.0883,5.8833,GESLA,0.298,97.549,0.11,118.593,0.054,97.455,0.029,108.514,0.08,204.663,0.037,188.352,0.025,199.555,0.005,164.67,Deep
"Papeete-b",-149.5667,-17.525,GESLA,0.064,307.303,0.071,319.638,0.008,267.97,0.021,317.457,0.006,291.217,0.015,87.827,0.002,301.211,0.004,76.541,Deep
"Pari",106.620777,-5.8620176,GESLA,0.019,85.945,0.034,41.145,0.009,54.883,0.026,18.025,0.216,18.673,0.123,5.752,0.117,16.496,0.032,1.69,Deep
"Pemba-c",40.4877299,-12.9691259,GESLA,1.136,30.274,0.588,71.02,0.199,9.014,0.165,68.813,0.126,0.165,0.087,4.804,0.038,359.361,0.018,353.201,Deep
"Penang",100.3497041,5.4169577,GESLA,0.616,152.772,0.365,186.715,0.117,150.47,0.1,181.798,0.197,236.952,0.051,178.271,0.064,240.017,0.011,132.313,Deep
"Penrhyn",-158.0533,-8.9767,GESLA,0.094,150.757,0.022,126.722,0.022,172.485,0.007,109.529,0.027,220.305,0.013,177.106,0.009,224.051,0.002,129.873,Deep
"Penuelas, pr",-66.7613567,17.972598,GESLA,0.007,43.246,0.01,12.071,0.005,88.548,0.002,26.761,0.081,234.843,0.052,231.465,0.025,237.887,0.01,223.476,Deep
"Peter & paul rocks",-29.3433,0.92,GESLA,0.724,213.14,0.232,238.288,0.155,196.536,0.067,231.894,0.054,299.967,0.043,220.481,0.018,294.207,0.009,178.484,Deep
"Pohnpei-b",158.1984427,6.9829089,GESLA,0.275,124.581,0.194,146.562,0.049,132.005,0.056,142.681,0.16,62.213,0.098,41.262,0.049,60.545,0.018,29.276,Deep
"Port angeles, wa",-123.44,48.125,GESLA,0.518,307.044,0.146,326.539,0.118,279.887,0.029,332.723,0.668,261.59,0.392,241.443,0.209,259.319,0.067,232.335,Deep
"Port kembla",150.9115068,-34.4703811,GESLA,0.49,307.283,0.119,320.086,0.109,298.159,0.035,308.79,0.165,328.309,0.105,294.66,0.051,322.889,0.024,271.961,Deep
"Port nolloth",16.8669763,-29.2499953,GESLA,0.555,30.829,0.236,48.733,0.123,20.352,0.066,45.655,0.055,90.421,0.019,222.073,0.014,89.366,0.01,202.694,Deep
"Port sonara",9.1267,-4.0067,GESLA,0.592,100.28,0.209,130.624,0.127,94.146,0.056,124.761,0.132,354.437,0.027,324.604,0.037,349.826,0.003,86.886,Deep
"Port stanley-a",-57.8667,-52.7,GESLA,0.451,272.039,0.163,303.742,0.113,238.989,0.048,303.73,0.128,99.737,0.149,57.649,0.041,93.794,0.036,32.344,Deep
"Port stanvac",138.4667751,-35.1069747,GESLA,0.434,188.078,0.428,246.767,0.026,286.801,0.123,245.085,0.244,264.568,0.167,247.824,0.071,260.445,0.038,235.455,Deep
"Port-aux-basques,nf",-59.1333,47.5667,GESLA,0.436,170.68,0.127,200.442,0.091,152.995,0.035,197.551,0.079,145.829,0.09,134.183,0.028,142.493,0.017,108.688,Deep
"Port-bloc",-1.0616,45.5685,GESLA,1.513,110.443,0.498,144.925,0.301,92.281,0.142,142.084,0.058,79.571,0.07,331.657,0.021,73.317,0.021,287.813,Deep
"Port-tudy",-3.4459,47.6443,GESLA,1.493,98.92,0.54,131.731,0.31,79.064,0.152,129.135,0.06,76.556,0.063,327.934,0.02,65.073,0.02,280.824,Deep
"Port_ferreol",6.7176,43.3591,GESLA,0.075,219.796,0.028,237.568,0.015,207.342,0.008,233.072,0.035,179.154,0.018,102.895,0.012,170.438,0.003,32.59,Deep
"Portland,s.aus.",141.6216722,-38.3438697,GESLA,0.129,44.868,0.14,111.702,0.009,276.776,0.039,111.296,0.18,253.935,0.131,237.022,0.056,249.431,0.031,224.607,Deep
"Porto_torres",8.4039,40.8422,GESLA,0.053,247.573,0.021,269.202,0.011,237.312,0.006,262.054,0.028,198.772,0.013,119.928,0.009,189.045,0.002,51.103,Deep
"Portrush",-6.65683,55.20678,GESLA,0.536,197.617,0.234,211.489,0.119,173.29,0.065,208.812,0.093,174.498,0.085,28.146,0.03,169.39,0.032,326.128,Deep
"Pt. la rue",55.5280425,-4.6719994,GESLA,0.398,14.027,0.178,52.667,0.083,350.147,0.048,49.453,0.182,0.19,0.104,5.317,0.055,359.293,0.023,0.591,Deep
"Puerto castilla",-86.0333,16.0167,GESLA,0.076,87.051,0.027,39.54,0.026,72.182,0.007,30.148,0.027,275.746,0.025,331.831,0.008,285.468,0.007,336.269,Deep
"Puerto madero",-92.4333,14.7167,GESLA,0.607,241.804,0.108,323.82,0.131,201.614,0.024,316.067,0.099,106.45,0.064,128.612,0.029,104.802,0.015,139.519,Deep
"Puerto moreles",-86.86567,20.8681396,GESLA,0.071,73.223,0.026,39.013,0.023,62.452,0.007,28.316,0.007,271.349,0.026,13.298,0.001,305.832,0.007,1.411,Deep
"Puerto princesa",118.7315405,9.7285978,GESLA,0.296,71.444,0.162,103.067,0.047,55.532,0.05,108.701,0.342,200.097,0.302,163.177,0.116,199.423,0.059,148.457,Deep
"Punta cana",-68.3753916,18.5029296,GESLA,0.061,78.753,0.01,40.19,0.019,64.339,0.004,36.971,0.099,229.822,0.074,228.58,0.031,230.749,0.013,223.473,Deep
"Reunion",55.2874462,-20.9222933,GESLA,0.174,282.653,0.092,295.952,0.045,281.676,0.025,289.874,0.053,82.645,0.033,48.248,0.017,77.766,0.007,11.623,Deep
"Rikitea",-134.9533,-23.125,GESLA,0.265,349.479,0.091,308.086,0.068,332.672,0.027,300.654,0.024,5.766,0.018,45.848,0.009,0.624,0.004,56.572,Deep
"Rodrigues",63.4181417,-19.6680045,GESLA,0.4,255.979,0.25,283.003,0.075,257.978,0.072,278.842,0.055,95.486,0.037,73.631,0.017,93.425,0.006,40.646,Deep
"Rothera",-68.1333,-67.5667,GESLA,0.123,259.189,0.187,63.337,0.061,145.871,0.055,67.61,0.301,88.086,0.246,73.274,0.097,85.734,0.051,66.004,Deep
"Sagunto",-0.206,39.634,GESLA,0.018,196.412,0.004,203.684,0.005,187.545,0.002,210.889,0.037,161.366,0.025,106.877,0.012,156.205,0.003,69.681,Deep
"Saint paul",77.537785,-38.7129976,GESLA,0.398,228.955,0.214,272.615,0.072,211.878,0.061,269.934,0.069,151.168,0.033,173.576,0.02,150.847,0.008,187.259,Deep
"Saint-jean-de-luz_so",-1.6816,43.3952,GESLA,1.328,93.483,0.462,125.821,0.279,73.536,0.13,123.057,0.061,68.809,0.071,321.345,0.02,56.161,0.022,275.264,Deep
"Saipan-b",145.7370008,15.2271762,GESLA,0.194,297.249,0.049,309.669,0.044,279.056,0.012,306.606,0.163,66.235,0.115,46.949,0.053,63.925,0.023,33.887,Deep
"Salalah",54.0194836,16.9377339,GESLA,0.315,144.844,0.124,168.212,0.084,133.111,0.034,162.138,0.364,344.566,0.187,347.352,0.111,342.448,0.04,348.883,Deep
"Salina cruz",-95.2033,16.16,GESLA,0.485,243.066,0.08,341.713,0.107,203.1,0.017,340.926,0.103,118.947,0.07,134.904,0.033,117.794,0.016,139.237,Deep
"San andres",-81.6950486,12.5863523,GESLA,0.07,161.863,0.014,342.712,0.023,124.014,0.004,316.833,0.092,224.965,0.051,257.088,0.028,228.814,0.008,263.183,Deep
"San felipe",-114.8183,31.0183,GESLA,1.606,296.762,0.936,305.872,0.433,281.52,0.26,303.577,0.406,202.188,0.258,188.818,0.125,198.858,0.047,178.649,Deep
"San felix",-80.1083,-26.2917,GESLA,0.263,45.241,0.07,77.837,0.059,4.857,0.022,65.14,0.143,34.113,0.088,354.729,0.044,30.609,0.016,332.247,Deep
"San francisco",-122.465,37.8067,GESLA,0.577,208.447,0.136,215.906,0.123,183.219,0.041,206.659,0.37,225.31,0.231,208.675,0.116,223.122,0.04,201.532,Deep
"San juan,pr",-66.1164117,18.4588194,GESLA,0.154,19.958,0.02,48.922,0.037,358.617,0.006,44.265,0.087,228.123,0.075,227.246,0.027,229.744,0.014,213.828,Deep
"San juan-a",-75.2,-15.3667,GESLA,0.256,4.69,0.068,20.864,0.063,324.716,0.024,12.532,0.155,29.58,0.083,349.732,0.046,26.798,0.014,320.501,Deep
"San martin-c",-67.1,-68.1333,GESLA,0.117,258.917,0.187,63.871,0.071,148.887,0.054,70.697,0.3,88.071,0.242,72.496,0.095,87.834,0.054,64.145,Deep
"Santa barbara, ca",-119.685,34.4083,GESLA,0.496,156.581,0.175,150.58,0.117,133.844,0.05,143.34,0.352,212.481,0.225,197.136,0.112,209.043,0.041,188.776,Deep
"Sao tome",6.5133,0.0167,GESLA,0.507,95.006,0.162,125.486,0.106,92.566,0.048,118.637,0.113,354.793,0.019,312.849,0.033,350.405,0.005,132.442,Deep
"Abashiri",144.2874743,44.0231708,JMA,0.171,162.723,0.079,206.823,NaN,NaN,NaN,NaN,0.214,53.697,0.221,31.757,NaN,NaN,NaN,NaN,Deep
"Aburatsubo",139.6133516,35.1392108,JMA,0.36,227.247,0.171,255.127,NaN,NaN,NaN,NaN,0.232,37.513,0.182,18.783,NaN,NaN,NaN,NaN,Deep
"Aoki",133.6869057,34.3672515,JMA,1.081,58.833,0.397,92.573,NaN,NaN,NaN,NaN,0.329,102.227,0.242,78.267,NaN,NaN,NaN,NaN,Deep
"Aomori",140.7640813,40.8351716,JMA,0.181,183.097,0.083,221.247,NaN,NaN,NaN,NaN,0.055,19.403,0.037,8.353,NaN,NaN,NaN,NaN,Deep
"Awashima",139.2552357,38.4662218,JMA,0.054,171.19,0.02,203.3,NaN,NaN,NaN,NaN,0.052,209.85,0.053,184.04,NaN,NaN,NaN,NaN,Deep
"Beppu",131.5043023,33.299305,JMA,0.587,338.45,0.245,6.99,NaN,NaN,NaN,NaN,0.256,74.39,0.194,52.61,NaN,NaN,NaN,NaN,Deep
"Esashi",140.1179049,41.8679293,JMA,0.056,180.643,0.022,218.473,NaN,NaN,NaN,NaN,0.063,238.327,0.068,207.417,NaN,NaN,NaN,NaN,Deep
"Fukaura",139.9231191,40.6467114,JMA,0.051,177.523,0.021,212.433,NaN,NaN,NaN,NaN,0.053,212.707,0.053,186.867,NaN,NaN,NaN,NaN,Deep
"Fushikitoyama",137.069714,36.8006873,JMA,0.059,167.147,0.022,192.457,NaN,NaN,NaN,NaN,0.053,208.763,0.052,182.923,NaN,NaN,NaN,NaN,Deep
"Gobo",135.1671819,33.842417,JMA,0.481,263.557,0.218,287.907,NaN,NaN,NaN,NaN,0.22,53.743,0.172,33.293,NaN,NaN,NaN,NaN,Deep
"Hachijojima (Kaminato)",139.8054073,33.1341596,JMA,0.322,239.33,0.156,266.19,NaN,NaN,NaN,NaN,0.201,41.5,0.154,24.63,NaN,NaN,NaN,NaN,Deep
"Hachijojima (Yaene)",139.7698213,33.0965486,JMA,0.336,245.117,0.157,270.007,NaN,NaN,NaN,NaN,0.221,50.033,0.173,28.563,NaN,NaN,NaN,NaN,Deep
"Haedomari",130.87725,33.9434319,JMA,0.355,21.213,0.172,46.653,NaN,NaN,NaN,NaN,0.12,153.987,0.125,133.557,NaN,NaN,NaN,NaN,Deep
"Hamada",132.0634162,34.8979124,JMA,0.079,88.737,0.039,99.357,NaN,NaN,NaN,NaN,0.072,220.363,0.087,193.723,NaN,NaN,NaN,NaN,Deep
"Hitachi",140.6297818,36.4986718,JMA,0.309,201.033,0.146,233.883,NaN,NaN,NaN,NaN,0.224,29.017,0.174,11.677,NaN,NaN,NaN,NaN,Deep
"Hiwasa",134.55,33.716667,JMA,0.48,263.8,0.222,289.08,NaN,NaN,NaN,NaN,0.193,49.94,0.16,35.53,NaN,NaN,NaN,NaN,Deep
"Honmoku",139.6892726,35.4434291,JMA,0.445,233.327,0.218,262.567,NaN,NaN,NaN,NaN,0.246,39.203,0.194,20.833,NaN,NaN,NaN,NaN,Deep
"Ikuji",137.4145271,36.8894292,JMA,0.058,167.507,0.021,194.477,NaN,NaN,NaN,NaN,0.055,208.873,0.054,182.493,NaN,NaN,NaN,NaN,Deep
"Imabari",133.0056649,34.0746031,JMA,0.997,47.35,0.372,81,NaN,NaN,NaN,NaN,0.317,100.95,0.229,78.23,NaN,NaN,NaN,NaN,Deep
"Iyomishima",133.5376832,33.9955378,JMA,1.166,56.06,0.429,90.37,NaN,NaN,NaN,NaN,0.332,102.73,0.245,78.72,NaN,NaN,NaN,NaN,Deep
"Kagoshima",130.5708513,31.5832051,JMA,0.77,303.417,0.338,329.277,NaN,NaN,NaN,NaN,0.253,70.613,0.197,50.393,NaN,NaN,NaN,NaN,Deep
"Kannoura",134.3064802,33.5440627,JMA,0.479,261.88,0.213,286.87,NaN,NaN,NaN,NaN,0.211,52.51,0.164,32.71,NaN,NaN,NaN,NaN,Deep
"Kozushima",139.1307206,34.2106383,JMA,0.384,246.233,0.181,272.253,NaN,NaN,NaN,NaN,0.224,47.247,0.176,27.087,NaN,NaN,NaN,NaN,Deep
"Kure",133.25,33.333333,JMA,0.499,265.72,0.22,290.12,NaN,NaN,NaN,NaN,0.216,55.75,0.167,35.81,NaN,NaN,NaN,NaN,Deep
"Kutsugata",141.1293633,45.1935409,JMA,0.037,224.413,0.02,243.953,NaN,NaN,NaN,NaN,0.054,212.127,0.054,188.277,NaN,NaN,NaN,NaN,Deep
"Matsumae",140.0933052,41.4213253,JMA,0.081,200.71,0.035,237.49,NaN,NaN,NaN,NaN,0.055,126.79,0.053,113.5,NaN,NaN,NaN,NaN,Deep
"Minamidaito",131.2267884,25.870514,JMA,0.521,285.893,0.221,311.233,NaN,NaN,NaN,NaN,0.19,69.527,0.148,51.957,NaN,NaN,NaN,NaN,Deep
"Minamitorishima",153.9768957,24.2825164,JMA,0.079,143.533,0.048,189.723,NaN,NaN,NaN,NaN,0.098,43.267,0.077,20.797,NaN,NaN,NaN,NaN,Deep
"Miyakejima (Ako)",139.4769064,34.067538,JMA,0.345,236.973,0.166,263.853,NaN,NaN,NaN,NaN,0.221,45.117,0.173,25.897,NaN,NaN,NaN,NaN,Deep
"Miyakejima (Tsubota)",139.5463281,34.0560756,JMA,0.365,232.69,0.168,260.18,NaN,NaN,NaN,NaN,0.229,35.94,0.18,17.51,NaN,NaN,NaN,NaN,Deep
"Murotomisaki",134.1617103,33.2628634,JMA,0.494,264.847,0.218,289.377,NaN,NaN,NaN,NaN,0.221,54.423,0.17,34.383,NaN,NaN,NaN,NaN,Deep
"Nakanoshima",129.849147,29.8376928,JMA,0.587,296.27,0.255,321.55,NaN,NaN,NaN,NaN,0.233,68.72,0.18,48.84,NaN,NaN,NaN,NaN,Deep
"Nezugaseki",139.5432408,38.5620636,JMA,0.052,173.81,0.02,206.68,NaN,NaN,NaN,NaN,0.052,211.31,0.052,185.03,NaN,NaN,NaN,NaN,Deep
"Niihama",133.2701431,33.9842121,JMA,1.107,52.927,0.413,87.467,NaN,NaN,NaN,NaN,0.327,102.573,0.238,79.583,NaN,NaN,NaN,NaN,Deep
"Nishinoomote",130.9883807,30.7354678,JMA,0.589,292.73,0.258,317.97,NaN,NaN,NaN,NaN,0.23,68.26,0.18,48.58,NaN,NaN,NaN,NaN,Deep
"Noto",137.1552759,37.5009107,JMA,0.058,165.82,0.021,192.04,NaN,NaN,NaN,NaN,0.054,209.16,0.054,182.15,NaN,NaN,NaN,NaN,Deep
"Oga",139.7075558,39.9518917,JMA,0.051,182.19,0.02,217.38,NaN,NaN,NaN,NaN,0.054,213.93,0.053,189.42,NaN,NaN,NaN,NaN,Deep
"Ogi",138.2827107,37.815294,JMA,0.056,169.553,0.02,198.473,NaN,NaN,NaN,NaN,0.053,209.447,0.054,183.947,NaN,NaN,NaN,NaN,Deep
"Okushiri",139.4581849,42.0620218,JMA,0.053,186.793,0.022,220.593,NaN,NaN,NaN,NaN,0.048,200.647,0.045,179.447,NaN,NaN,NaN,NaN,Deep
"Oma",140.9,41.533333,JMA,0.202,184.85,0.094,222.51,NaN,NaN,NaN,NaN,0.097,16.18,0.072,0.7,NaN,NaN,NaN,NaN,Deep
"Rausu",145.1984336,44.0167982,JMA,0.173,163.88,0.077,207.98,NaN,NaN,NaN,NaN,0.198,52.21,0.2,31.57,NaN,NaN,NaN,NaN,Deep
"Setana",139.8456011,42.4526123,JMA,0.049,189.69,0.022,223.79,NaN,NaN,NaN,NaN,0.059,200.92,0.057,171.37,NaN,NaN,NaN,NaN,Deep
"Shinminato",137.1147787,36.7820613,JMA,0.058,166.647,0.021,193.787,NaN,NaN,NaN,NaN,0.052,209.743,0.052,182.903,NaN,NaN,NaN,NaN,Deep
"Shiraoi",141.3192419,42.5166828,JMA,0.312,182.437,0.145,221.067,NaN,NaN,NaN,NaN,0.233,24.663,0.188,8.133,NaN,NaN,NaN,NaN,Deep
"Shonanko",139.4788377,35.3044568,JMA,0.36,230.263,0.17,257.653,NaN,NaN,NaN,NaN,0.232,39.337,0.183,19.087,NaN,NaN,NaN,NaN,Deep
"Tappi",140.3794478,41.2433046,JMA,0.128,195.413,0.061,231.203,NaN,NaN,NaN,NaN,0.06,50.627,0.049,39.287,NaN,NaN,NaN,NaN,Deep
"Tobishima",139.5505445,39.1840336,JMA,0.053,174.76,0.02,207.68,NaN,NaN,NaN,NaN,0.053,210.43,0.054,185.39,NaN,NaN,NaN,NaN,Deep
"Tomakomainishi",141.6181047,42.6281785,JMA,0.313,182.437,0.146,221.187,NaN,NaN,NaN,NaN,0.233,24.833,0.186,7.813,NaN,NaN,NaN,NaN,Deep
"Urakawa",142.7554232,42.1655219,JMA,0.305,182.287,0.142,221.367,NaN,NaN,NaN,NaN,0.234,25.683,0.196,7.623,NaN,NaN,NaN,NaN,Deep
