Station,Lon,Lat,Source,M2_amp,M2_phs,S2_amp,S2_phs,N2_amp,N2_phs,K2_amp,K2_phs,K1_amp,K1_phs,O1_amp,O1_phs,P1_amp,P1_phs,Q1_amp,Q1_phs,Location
"Crozet-b",51.871341,-46.426849,GESLA,0.138000,157.498001,0.038000,193.751999,0.032000,140.257004,0.010000,185.522995,0.030000,133.656998,0.027000,297.924988,0.006000,113.440002,0.008000,287.441986,Deep
"Dallmann-c",-58.683300,-62.233300,GESLA,0.454000,283.876007,0.250000,335.479004,0.060000,254.427994,0.071000,336.244995,0.278000,63.901001,0.296000,47.216000,0.089000,61.469002,0.071000,34.265999,Deep
"Darwin",130.847168,-12.472818,GESLA,1.856000,249.294006,0.961000,297.979004,0.348000,228.328995,0.269000,295.684998,0.583000,200.307999,0.331000,189.988007,0.162000,203.867996,0.077000,184.460007,Deep
"Davao-b",125.629051,7.076188,GESLA,0.564000,286.320007,0.287000,320.584991,0.099000,272.296997,0.084000,319.296997,0.129000,98.788002,0.087000,86.921997,0.045000,91.007004,0.016000,94.352997,Deep
"Davis",77.966700,-68.450000,GESLA,0.202000,207.309998,0.177000,307.221008,0.059000,171.087997,0.050000,309.027008,0.275000,276.614014,0.287000,269.388000,0.090000,275.662994,0.067000,260.670013,Deep
"Diego garcia-d",72.410013,-7.292530,GESLA,0.492000,263.631989,0.285000,293.563995,0.088000,260.726013,0.080000,288.683014,0.037000,71.869003,0.040000,67.219002,0.013000,58.668999,0.009000,53.330002,Deep
"Diego ramirez",-68.715000,-56.508300,GESLA,0.403000,230.462006,0.032000,247.363007,0.103000,189.044006,0.012000,233.839996,0.186000,97.406998,0.153000,54.504002,0.058000,93.667000,0.031000,30.371000,Deep
"Dumont d'urville",140.010000,-66.661700,GESLA,0.274000,60.004002,0.153000,109.009003,0.074000,41.779999,0.044000,105.536003,0.304000,225.524002,0.312000,206.944000,0.101000,223.123993,0.071000,197.119003,Deep
"Dzaoudi",45.252108,-12.782532,GESLA,1.046000,27.236000,0.536000,66.749001,0.193000,5.793000,0.147000,63.437000,0.139000,3.860000,0.088000,6.440000,0.042000,2.764000,0.020000,351.558014,Deep
"East london",27.918159,-33.027351,GESLA,0.510000,46.763000,0.272000,74.617996,0.097000,41.955002,0.076000,71.441002,0.057000,142.013000,0.015000,278.056000,0.016000,139.132996,0.010000,261.121002,Deep
"Easter-c",-109.448300,-27.150000,GESLA,0.199000,14.085000,0.068000,235.171997,0.064000,342.027008,0.022000,237.481995,0.079000,15.827000,0.047000,356.967987,0.025000,12.229000,0.008000,349.950012,Deep
"Enewetok-a",162.386700,11.430000,GESLA,0.341000,145.210007,0.204000,164.292007,0.061000,147.869995,0.055000,154.406006,0.118000,71.625000,0.079000,45.051998,0.037000,72.342003,0.016000,33.966999,Deep
"Ensenada",-116.633300,31.850000,GESLA,0.489000,136.399994,0.208000,132.401001,0.115000,116.157997,0.061000,126.084999,0.322000,205.643997,0.208000,190.626999,0.102000,202.535004,0.038000,182.123001,Deep
"Esmeraldas",-79.646700,0.991700,GESLA,1.117000,246.266998,0.302000,300.187012,0.242000,215.209000,0.078000,295.019012,0.104000,53.044998,0.022000,52.171001,0.033000,51.632000,0.003000,142.011002,Deep
"Fanning-b",-159.386700,3.906700,GESLA,0.125000,144.130997,0.034000,169.031998,0.019000,147.550995,0.009000,160.207001,0.052000,257.233002,0.026000,241.307007,0.015000,261.871002,0.003000,230.513000,Deep
"French frigate-a",-166.288300,23.868300,GESLA,0.098000,58.001999,0.025000,47.797001,0.017000,44.993999,0.008000,28.160000,0.123000,234.720993,0.067000,227.957993,0.039000,232.248993,0.010000,227.839005,Deep
"Fukaura",139.923472,40.646777,GESLA,0.051000,178.067993,0.021000,212.703003,0.012000,162.567001,0.006000,201.078003,0.053000,212.671997,0.053000,186.921005,0.019000,209.279007,0.012000,170.651001,Deep
"Funafuti-b",179.194679,-8.504690,GESLA,0.577000,154.205994,0.244000,156.026993,0.138000,148.649994,0.067000,150.373001,0.087000,59.402000,0.053000,40.389000,0.026000,55.563000,0.010000,26.796000,Deep
"Gan",73.152137,-0.687639,GESLA,0.300000,252.272003,0.181000,286.165985,0.048000,248.343994,0.051000,282.513000,0.090000,358.968994,0.053000,14.466000,0.026000,0.038000,0.013000,15.856000,Deep
"Gobo",135.167193,33.842417,GESLA,0.481000,263.354004,0.219000,287.806000,0.087000,258.951996,0.059000,281.721008,0.219000,53.512001,0.172000,33.201000,0.072000,51.452000,0.035000,21.225000,Deep
"Guadalupe",-118.300000,28.883300,GESLA,0.415000,125.346001,0.197000,122.401001,0.103000,106.289001,0.059000,118.013000,0.294000,203.382996,0.183000,188.901001,0.094000,200.438004,0.034000,182.272003,Deep
"Guam",144.655745,13.443829,GESLA,0.220000,291.360992,0.056000,311.247009,0.048000,277.000000,0.015000,306.726013,0.164000,67.682999,0.113000,44.777000,0.055000,65.721001,0.024000,34.685001,Deep
"Hamada",132.063419,34.897923,GESLA,0.080000,89.019997,0.039000,99.509003,0.019000,93.309998,0.011000,91.964996,0.072000,220.778000,0.088000,193.813995,0.025000,216.850998,0.021000,173.199997,Deep
"Harvest oil p.,ca",-120.673300,34.468300,GESLA,0.476000,163.143005,0.155000,156.964005,0.111000,139.026001,0.045000,148.671005,0.348000,214.188004,0.221000,199.085007,0.111000,210.505005,0.040000,190.843994,Deep
"Hilo, hawaii",-155.066700,19.733300,GESLA,0.219000,29.063000,0.090000,34.165001,0.043000,20.556000,0.026000,26.731001,0.163000,233.389999,0.089000,223.216995,0.050000,231.455994,0.015000,215.317001,Deep
"Honiara-b",159.958669,-9.425066,GESLA,0.052000,165.498993,0.073000,203.369995,0.012000,257.223999,0.020000,194.856995,0.224000,45.417999,0.109000,22.184000,0.067000,41.889999,0.019000,4.622000,Deep
"Jarvis",-160.033300,-0.383300,GESLA,0.247000,95.619003,0.096000,99.122002,0.044000,89.302002,0.000000,0.000000,0.054000,211.035995,0.026000,181.878006,0.002000,88.056999,0.003000,141.143005,Deep
"Johnston",-169.530000,16.738300,GESLA,0.260000,100.503998,0.101000,122.372002,0.050000,98.491997,0.026000,115.889000,0.079000,214.882996,0.035000,224.479004,0.024000,211.681000,0.005000,235.792999,Deep
"Jolo",120.999506,6.058698,GESLA,0.170000,0.487000,0.101000,34.567001,0.028000,345.963013,0.031000,35.539001,0.251000,194.378006,0.246000,163.119995,0.080000,194.554993,0.050000,148.304001,Deep
"Kagoshima",130.570857,31.583204,GESLA,0.771000,303.571014,0.338000,329.300995,0.145000,297.856995,0.094000,323.707001,0.252000,70.511002,0.198000,50.327000,0.082000,68.172997,0.041000,37.882999,Deep
"Kaohsiung",120.255405,22.618229,GESLA,0.181000,350.497009,0.069000,352.199005,0.041000,339.308990,0.018000,354.901001,0.174000,166.345993,0.160000,129.563004,0.057000,161.182007,0.032000,108.690002,Deep
"Kawaihae",-155.833300,20.033300,GESLA,0.197000,58.196999,0.064000,63.506001,0.037000,48.257999,0.018000,52.682999,0.158000,226.511993,0.088000,213.990005,0.049000,224.016006,0.013000,206.429001,Deep
"Keelung",121.752253,25.158778,GESLA,0.228000,47.310001,0.056000,40.424000,0.058000,20.789000,0.014000,32.327000,0.188000,107.059998,0.156000,82.751999,0.062000,104.414001,0.032000,67.406998,Deep
"Keling",102.152935,2.211634,GESLA,0.612000,356.040985,0.298000,35.625000,0.110000,346.890991,0.083000,30.612000,0.092000,32.300999,0.215000,33.776001,0.030000,7.692000,0.028000,9.259000,Deep
"Kerguelen",70.142766,-49.411557,GESLA,0.521000,190.233994,0.219000,230.371994,0.114000,172.397003,0.060000,227.434006,0.079000,151.449005,0.019000,117.161003,0.024000,145.559006,0.001000,132.804993,Deep
"Knysna",23.060567,-34.081756,GESLA,0.555000,55.483002,0.276000,82.508003,0.111000,53.313000,0.078000,79.147003,0.065000,146.619995,0.019000,270.906006,0.018000,143.097000,0.010000,258.250000,Deep
"Kwajalein",167.733364,8.731752,GESLA,0.470000,127.415001,0.264000,148.604996,0.089000,126.772003,0.074000,143.716003,0.101000,67.183998,0.065000,38.814999,0.032000,65.779999,0.013000,26.358999,Deep
"La jolla (scripps pier)",-117.258000,32.866700,GESLA,0.499000,141.822998,0.202000,138.584000,0.118000,121.149002,0.058000,131.697998,0.332000,207.216995,0.213000,191.468002,0.106000,204.705994,0.039000,183.292999,Deep
"Lae",146.990424,-6.744690,GESLA,0.058000,157.651001,0.108000,185.436996,0.022000,248.625000,0.030000,177.610992,0.248000,53.778000,0.133000,31.614000,0.075000,50.285000,0.023000,14.694000,Deep
"Lautoka",177.437173,-17.605476,GESLA,0.629000,191.628006,0.148000,192.440002,0.147000,172.218002,0.042000,185.367996,0.111000,48.840000,0.061000,35.988998,0.033000,44.681999,0.010000,21.430000,Deep
"Legaspi",123.760450,13.146636,GESLA,0.527000,284.835999,0.221000,312.993011,0.097000,272.834991,0.063000,311.084991,0.160000,78.880997,0.110000,70.305000,0.052000,79.107002,0.025000,62.139000,Deep
"Lobos de afuera",-80.716700,-6.933300,GESLA,0.412000,265.556000,0.142000,299.582001,0.098000,241.039993,0.040000,298.225006,0.127000,30.785999,0.050000,351.388000,0.038000,28.759001,0.006000,313.674011,Deep
"Lord howe-b",159.066802,-31.516714,GESLA,0.600000,302.101013,0.176000,319.649994,0.124000,293.739014,0.051000,310.972992,0.137000,352.890015,0.077000,318.302002,0.041000,347.069000,0.017000,292.640991,Deep
"Los angeles",-118.272000,33.720000,GESLA,0.516000,145.584000,0.203000,141.337006,0.122000,124.466003,0.059000,134.811005,0.341000,207.660004,0.218000,192.479004,0.108000,203.817993,0.039000,184.315002,Deep
"Madang",145.800129,-5.210952,GESLA,0.095000,279.704010,0.060000,176.522995,0.042000,253.679001,0.016000,166.852997,0.243000,59.216999,0.144000,45.950001,0.076000,57.835999,0.027000,35.021999,Deep
"Majuro-b",171.370879,7.106591,GESLA,0.522000,130.429993,0.279000,150.307999,0.104000,130.020004,0.078000,145.807007,0.086000,71.545998,0.053000,39.688000,0.027000,69.170998,0.011000,23.459000,Deep
"Malakal-b",134.457978,7.329787,GESLA,0.524000,301.042999,0.208000,331.898987,0.101000,286.140991,0.059000,324.246002,0.198000,85.128998,0.147000,67.961998,0.064000,85.902000,0.026000,57.936001,Deep
"Male-b,hulule",73.516725,4.178486,GESLA,0.236000,226.261993,0.138000,270.381989,0.035000,208.343994,0.036000,267.502991,0.116000,344.888000,0.063000,359.644989,0.037000,341.713013,0.016000,8.039000,Deep
"Manta-b",-80.721700,-0.931700,GESLA,0.904000,247.748001,0.255000,297.790009,0.193000,217.634995,0.066000,292.852997,0.106000,45.594002,0.023000,21.424999,0.033000,45.435001,0.001000,139.306000,Deep
"Manzanillo-b",-104.333300,19.050000,GESLA,0.152000,105.789001,0.168000,89.825996,0.050000,105.107002,0.049000,89.447998,0.163000,165.783997,0.121000,158.664001,0.051000,161.727997,0.024000,153.666000,Deep
"Massacre bay,ak",173.200000,52.833300,GESLA,0.214000,97.561996,0.031000,194.457993,0.056000,42.813000,0.007000,189.059998,0.330000,335.457001,0.228000,320.518005,0.106000,332.493988,0.043000,313.109985,Deep
